"time","pp","Event1","PhoneNrSoFar","Event2","trial","typingErrorMadeOnTrial","partOfExperiment","timeConverted","timeInMsec","lanePosition","phoneNrLengthBeforeKeyPress","timeRelativeToTrialStart","phoneNrLengthAfterKeyPress"
"2016-11-14 11:20:43:423",6,"Keypress","0","Back",43,1,"dualSteerFocus",2016-11-14 11:20:43.423,1479118843423,-1.197,1,15682,0
"2016-11-14 11:20:43:607",6,"Keypress","","Back",43,1,"dualSteerFocus",2016-11-14 11:20:43.607,1479118843607,-1.197,0,15866,-1
"2016-11-14 11:20:51:957",6,"Start","","190",44,0,"dualSteerFocus",2016-11-14 11:20:51.957,1479118851957,0.455,0,0,0
"2016-11-14 11:20:52:456",6,"Keypress","","Number0",44,0,"dualSteerFocus",2016-11-14 11:20:52.456,1479118852456,0.336,0,499,1
"2016-11-14 11:20:54:185",6,"Keypress","0","Number7",44,0,"dualSteerFocus",2016-11-14 11:20:54.185,1479118854185,-0.254,1,2228,2
"2016-11-14 11:20:54:443",6,"Keypress","07","Number8",44,0,"dualSteerFocus",2016-11-14 11:20:54.443,1479118854443,-0.19,2,2486,3
"2016-11-14 11:20:54:609",6,"Keypress","078","Number5",44,0,"dualSteerFocus",2016-11-14 11:20:54.609,1479118854609,-0.123,3,2652,4
"2016-11-14 11:20:54:843",6,"Keypress","0785","Number4",44,0,"dualSteerFocus",2016-11-14 11:20:54.843,1479118854843,0.039,4,2886,5
"2016-11-14 11:20:55:347",6,"Keypress","07854","Number3",44,0,"dualSteerFocus",2016-11-14 11:20:55.347,1479118855347,0.486,5,3390,6
"2016-11-14 11:20:55:562",6,"Keypress","078543","Number2",44,0,"dualSteerFocus",2016-11-14 11:20:55.562,1479118855562,0.628,6,3605,7
"2016-11-14 11:20:57:287",6,"Keypress","0785432","Number5",44,0,"dualSteerFocus",2016-11-14 11:20:57.287,1479118857287,-0.257,7,5330,8
"2016-11-14 11:20:57:577",6,"Keypress","07854325","Number6",44,0,"dualSteerFocus",2016-11-14 11:20:57.577,1479118857577,-0.246,8,5620,9
"2016-11-14 11:20:57:853",6,"Keypress","078543256","Number9",44,0,"dualSteerFocus",2016-11-14 11:20:57.853,1479118857853,-0.104,9,5896,10
"2016-11-14 11:20:58:057",6,"Keypress","0785432569","Number8",44,0,"dualSteerFocus",2016-11-14 11:20:58.057,1479118858057,0.05,10,6100,11
"2016-11-14 11:20:58:521",6,"Correct","07854325698","190",44,0,"dualSteerFocus",2016-11-14 11:20:58.521,1479118858521,0.368,11,6564,12
"2016-11-14 11:21:03:616",6,"Start","","190",45,0,"dualSteerFocus",2016-11-14 11:21:03.616,1479118863616,0.121,0,0,0
"2016-11-14 11:21:04:132",6,"Keypress","","Number0",45,0,"dualSteerFocus",2016-11-14 11:21:04.132,1479118864132,0.224,0,516,1
"2016-11-14 11:21:04:352",6,"Keypress","0","Number7",45,0,"dualSteerFocus",2016-11-14 11:21:04.352,1479118864352,0.281,1,736,2
"2016-11-14 11:21:04:688",6,"Keypress","07","Number8",45,0,"dualSteerFocus",2016-11-14 11:21:04.688,1479118864688,0.395,2,1072,3
"2016-11-14 11:21:04:903",6,"Keypress","078","Number5",45,0,"dualSteerFocus",2016-11-14 11:21:04.903,1479118864903,0.451,3,1287,4
"2016-11-14 11:21:05:143",6,"Keypress","0785","Number4",45,0,"dualSteerFocus",2016-11-14 11:21:05.143,1479118865143,0.498,4,1527,5
"2016-11-14 11:21:05:532",6,"Keypress","07854","Number3",45,0,"dualSteerFocus",2016-11-14 11:21:05.532,1479118865532,0.516,5,1916,6
"2016-11-14 11:21:05:813",6,"Keypress","078543","Number2",45,0,"dualSteerFocus",2016-11-14 11:21:05.813,1479118865813,0.5,6,2197,7
"2016-11-14 11:21:06:134",6,"Keypress","0785432","Number5",45,0,"dualSteerFocus",2016-11-14 11:21:06.134,1479118866134,0.44,7,2518,8
"2016-11-14 11:21:06:351",6,"Keypress","07854325","Number6",45,0,"dualSteerFocus",2016-11-14 11:21:06.351,1479118866351,0.402,8,2735,9
"2016-11-14 11:21:06:531",6,"Keypress","078543256","Number9",45,0,"dualSteerFocus",2016-11-14 11:21:06.531,1479118866531,0.373,9,2915,10
"2016-11-14 11:21:06:735",6,"Keypress","0785432569","Number8",45,0,"dualSteerFocus",2016-11-14 11:21:06.735,1479118866735,0.353,10,3119,11
"2016-11-14 11:21:07:412",6,"Correct","07854325698","190",45,0,"dualSteerFocus",2016-11-14 11:21:07.412,1479118867412,0.365,11,3796,12
"2016-11-14 11:21:17:851",6,"Start","","190",46,0,"dualSteerFocus",2016-11-14 11:21:17.851,1479118877851,0.111,0,0,0
"2016-11-14 11:21:18:202",6,"Keypress","","Number0",46,0,"dualSteerFocus",2016-11-14 11:21:18.202,1479118878202,0.218,0,351,1
"2016-11-14 11:21:20:385",6,"Keypress","0","Number7",46,0,"dualSteerFocus",2016-11-14 11:21:20.385,1479118880385,1.555,1,2534,2
"2016-11-14 11:21:20:523",6,"Keypress","07","Number8",46,0,"dualSteerFocus",2016-11-14 11:21:20.523,1479118880523,1.576,2,2672,3
"2016-11-14 11:21:23:572",6,"Keypress","078","Number5",46,0,"dualSteerFocus",2016-11-14 11:21:23.572,1479118883572,0.504,3,5721,4
"2016-11-14 11:21:23:748",6,"Keypress","0785","Number4",46,0,"dualSteerFocus",2016-11-14 11:21:23.748,1479118883748,0.569,4,5897,5
"2016-11-14 11:21:24:913",6,"Keypress","07854","Number3",46,0,"dualSteerFocus",2016-11-14 11:21:24.913,1479118884913,0.614,5,7062,6
"2016-11-14 11:21:25:253",6,"Keypress","078543","Number2",46,0,"dualSteerFocus",2016-11-14 11:21:25.253,1479118885253,0.314,6,7402,7
"2016-11-14 11:21:25:663",6,"Keypress","0785432","Number5",46,0,"dualSteerFocus",2016-11-14 11:21:25.663,1479118885663,0.034,7,7812,8
"2016-11-14 11:21:25:926",6,"Keypress","07854325","Number6",46,0,"dualSteerFocus",2016-11-14 11:21:25.926,1479118885926,-0.04,8,8075,9
"2016-11-14 11:21:26:124",6,"Keypress","078543256","Number9",46,0,"dualSteerFocus",2016-11-14 11:21:26.124,1479118886124,-0.012,9,8273,10
"2016-11-14 11:21:26:325",6,"Keypress","0785432569","Number8",46,0,"dualSteerFocus",2016-11-14 11:21:26.325,1479118886325,0.056,10,8474,11
"2016-11-14 11:21:26:638",6,"Correct","07854325698","190",46,0,"dualSteerFocus",2016-11-14 11:21:26.638,1479118886638,0.181,11,8787,12
"2016-11-14 11:21:39:833",6,"Start","","190",47,0,"dualSteerFocus",2016-11-14 11:21:39.833,1479118899833,-0.057,0,0,0
"2016-11-14 11:21:39:842",6,"Keypress","","Number0",47,0,"dualSteerFocus",2016-11-14 11:21:39.842,1479118899842,-0.057,0,9,1
"2016-11-14 11:21:39:851",6,"Keypress","0","Number7",47,0,"dualSteerFocus",2016-11-14 11:21:39.851,1479118899851,-0.057,1,18,2
"2016-11-14 11:21:40:228",6,"Keypress","07","Number8",47,0,"dualSteerFocus",2016-11-14 11:21:40.228,1479118900228,0.066,2,395,3
"2016-11-14 11:21:40:475",6,"Keypress","078","Number5",47,0,"dualSteerFocus",2016-11-14 11:21:40.475,1479118900475,0.136,3,642,4
"2016-11-14 11:21:40:728",6,"Keypress","0785","Number4",47,0,"dualSteerFocus",2016-11-14 11:21:40.728,1479118900728,0.199,4,895,5
"2016-11-14 11:21:41:668",6,"Keypress","07854","Number3",47,0,"dualSteerFocus",2016-11-14 11:21:41.668,1479118901668,0.311,5,1835,6
"2016-11-14 11:21:41:882",6,"Keypress","078543","Number2",47,0,"dualSteerFocus",2016-11-14 11:21:41.882,1479118901882,0.259,6,2049,7
"2016-11-14 11:21:42:234",6,"Keypress","0785432","Number5",47,0,"dualSteerFocus",2016-11-14 11:21:42.234,1479118902234,0.13,7,2401,8
"2016-11-14 11:21:42:462",6,"Keypress","07854325","Number6",47,0,"dualSteerFocus",2016-11-14 11:21:42.462,1479118902462,0.052,8,2629,9
"2016-11-14 11:21:42:769",6,"Keypress","078543256","Number9",47,0,"dualSteerFocus",2016-11-14 11:21:42.769,1479118902769,-0.037,9,2936,10
"2016-11-14 11:21:42:952",6,"Keypress","0785432569","Number8",47,0,"dualSteerFocus",2016-11-14 11:21:42.952,1479118902952,-0.076,10,3119,11
"2016-11-14 11:21:44:063",6,"Correct","07854325698","190",47,0,"dualSteerFocus",2016-11-14 11:21:44.063,1479118904063,0.307,11,4230,12
"2016-11-14 11:21:54:289",6,"Start","","190",48,0,"dualSteerFocus",2016-11-14 11:21:54.289,1479118914289,-0.016,0,0,0
"2016-11-14 11:21:54:907",6,"Keypress","","Number0",48,0,"dualSteerFocus",2016-11-14 11:21:54.907,1479118914907,-0.214,0,618,1
"2016-11-14 11:21:55:230",6,"Keypress","0","Number7",48,0,"dualSteerFocus",2016-11-14 11:21:55.230,1479118915230,-0.242,1,941,2
"2016-11-14 11:21:55:473",6,"Keypress","07","Number8",48,0,"dualSteerFocus",2016-11-14 11:21:55.473,1479118915473,-0.204,2,1184,3
"2016-11-14 11:21:55:648",6,"Keypress","078","Number5",48,0,"dualSteerFocus",2016-11-14 11:21:55.648,1479118915648,-0.128,3,1359,4
"2016-11-14 11:21:55:894",6,"Keypress","0785","Number4",48,0,"dualSteerFocus",2016-11-14 11:21:55.894,1479118915894,0.008,4,1605,5
"2016-11-14 11:21:56:737",6,"Keypress","07854","Number3",48,0,"dualSteerFocus",2016-11-14 11:21:56.737,1479118916737,0.422,5,2448,6
"2016-11-14 11:21:56:954",6,"Keypress","078543","Number2",48,0,"dualSteerFocus",2016-11-14 11:21:56.954,1479118916954,0.454,6,2665,7
"2016-11-14 11:21:57:316",6,"Keypress","0785432","Number5",48,0,"dualSteerFocus",2016-11-14 11:21:57.316,1479118917316,0.445,7,3027,8
"2016-11-14 11:21:57:546",6,"Keypress","07854325","Number6",48,0,"dualSteerFocus",2016-11-14 11:21:57.546,1479118917546,0.387,8,3257,9
"2016-11-14 11:22:01:371",6,"Keypress","078543256","Number9",48,0,"dualSteerFocus",2016-11-14 11:22:01.371,1479118921371,1.789,9,7082,10
"2016-11-14 11:22:01:596",6,"Keypress","0785432569","Number8",48,0,"dualSteerFocus",2016-11-14 11:22:01.596,1479118921596,1.371,10,7307,11
"2016-11-14 11:22:02:386",6,"Correct","07854325698","190",48,0,"dualSteerFocus",2016-11-14 11:22:02.386,1479118922386,0.629,11,8097,12
"2016-11-14 11:22:14:153",6,"Start","","190",49,0,"dualSteerFocus",2016-11-14 11:22:14.153,1479118934153,-0.578,0,0,0
"2016-11-14 11:22:14:467",6,"Keypress","","Number0",49,0,"dualSteerFocus",2016-11-14 11:22:14.467,1479118934467,-0.566,0,314,1
"2016-11-14 11:22:14:783",6,"Keypress","0","Number7",49,0,"dualSteerFocus",2016-11-14 11:22:14.783,1479118934783,-0.507,1,630,2
"2016-11-14 11:22:15:102",6,"Keypress","07","Number8",49,0,"dualSteerFocus",2016-11-14 11:22:15.102,1479118935102,-0.42,2,949,3
"2016-11-14 11:22:15:329",6,"Keypress","078","Number5",49,0,"dualSteerFocus",2016-11-14 11:22:15.329,1479118935329,-0.342,3,1176,4
"2016-11-14 11:22:15:580",6,"Keypress","0785","Number4",49,0,"dualSteerFocus",2016-11-14 11:22:15.580,1479118935580,-0.269,4,1427,5
"2016-11-14 11:22:16:007",6,"Keypress","07854","Number3",49,0,"dualSteerFocus",2016-11-14 11:22:16.007,1479118936007,-0.166,5,1854,6
"2016-11-14 11:22:16:227",6,"Keypress","078543","Number2",49,0,"dualSteerFocus",2016-11-14 11:22:16.227,1479118936227,-0.109,6,2074,7
"2016-11-14 11:22:16:663",6,"Keypress","0785432","Number5",49,0,"dualSteerFocus",2016-11-14 11:22:16.663,1479118936663,-0.031,7,2510,8
"2016-11-14 11:22:16:904",6,"Keypress","07854325","Number6",49,0,"dualSteerFocus",2016-11-14 11:22:16.904,1479118936904,0.009,8,2751,9
"2016-11-14 11:22:17:246",6,"Keypress","078543256","Number9",49,0,"dualSteerFocus",2016-11-14 11:22:17.246,1479118937246,0.056,9,3093,10
"2016-11-14 11:22:17:439",6,"Keypress","0785432569","Number8",49,0,"dualSteerFocus",2016-11-14 11:22:17.439,1479118937439,0.077,10,3286,11
"2016-11-14 11:22:17:723",6,"Correct","07854325698","190",49,0,"dualSteerFocus",2016-11-14 11:22:17.723,1479118937723,0.102,11,3570,12
"2016-11-14 11:22:28:281",6,"Start","","190",50,0,"dualSteerFocus",2016-11-14 11:22:28.281,1479118948281,0.116,0,0,0
"2016-11-14 11:22:28:544",6,"Keypress","","Number0",50,0,"dualSteerFocus",2016-11-14 11:22:28.544,1479118948544,0.075,0,263,1
"2016-11-14 11:22:28:846",6,"Keypress","0","Number7",50,0,"dualSteerFocus",2016-11-14 11:22:28.846,1479118948846,-0.02,1,565,2
"2016-11-14 11:22:29:088",6,"Keypress","07","Number8",50,0,"dualSteerFocus",2016-11-14 11:22:29.088,1479118949088,-0.103,2,807,3
"2016-11-14 11:22:29:361",6,"Keypress","078","Number5",50,0,"dualSteerFocus",2016-11-14 11:22:29.361,1479118949361,-0.165,3,1080,4
"2016-11-14 11:22:29:624",6,"Keypress","0785","Number4",50,0,"dualSteerFocus",2016-11-14 11:22:29.624,1479118949624,-0.206,4,1343,5
"2016-11-14 11:22:30:038",6,"Keypress","07854","Number3",50,0,"dualSteerFocus",2016-11-14 11:22:30.038,1479118950038,-0.207,5,1757,6
"2016-11-14 11:22:30:237",6,"Keypress","078543","Number2",50,0,"dualSteerFocus",2016-11-14 11:22:30.237,1479118950237,-0.183,6,1956,7
"2016-11-14 11:22:30:651",6,"Keypress","0785432","Number5",50,0,"dualSteerFocus",2016-11-14 11:22:30.651,1479118950651,-0.09,7,2370,8
"2016-11-14 11:22:30:906",6,"Keypress","07854325","Number6",50,0,"dualSteerFocus",2016-11-14 11:22:30.906,1479118950906,0,8,2625,9
"2016-11-14 11:22:31:275",6,"Keypress","078543256","Number9",50,0,"dualSteerFocus",2016-11-14 11:22:31.275,1479118951275,0.165,9,2994,10
"2016-11-14 11:22:31:486",6,"Keypress","0785432569","Number8",50,0,"dualSteerFocus",2016-11-14 11:22:31.486,1479118951486,0.21,10,3205,11
"2016-11-14 11:22:31:806",6,"Correct","07854325698","190",50,0,"dualSteerFocus",2016-11-14 11:22:31.806,1479118951806,0.184,11,3525,12
"2016-11-14 11:22:50:833",6,"Start","","190",51,0,"singleDialing2",2016-11-14 11:22:50.833,1479118970833,NA,0,0,0
"2016-11-14 11:22:50:842",6,"Keypress","","Number0",51,0,"singleDialing2",2016-11-14 11:22:50.842,1479118970842,NA,0,9,1
"2016-11-14 11:22:51:003",6,"Keypress","0","Number7",51,0,"singleDialing2",2016-11-14 11:22:51.003,1479118971003,NA,1,170,2
"2016-11-14 11:22:51:311",6,"Keypress","07","Number8",51,0,"singleDialing2",2016-11-14 11:22:51.311,1479118971311,NA,2,478,3
"2016-11-14 11:22:51:547",6,"Keypress","078","Number5",51,0,"singleDialing2",2016-11-14 11:22:51.547,1479118971547,NA,3,714,4
"2016-11-14 11:22:51:829",6,"Keypress","0785","Number4",51,0,"singleDialing2",2016-11-14 11:22:51.829,1479118971829,NA,4,996,5
"2016-11-14 11:22:52:159",6,"Keypress","07854","Number3",51,0,"singleDialing2",2016-11-14 11:22:52.159,1479118972159,NA,5,1326,6
"2016-11-14 11:22:52:382",6,"Keypress","078543","Number2",51,0,"singleDialing2",2016-11-14 11:22:52.382,1479118972382,NA,6,1549,7
"2016-11-14 11:22:52:667",6,"Keypress","0785432","Number5",51,0,"singleDialing2",2016-11-14 11:22:52.667,1479118972667,NA,7,1834,8
"2016-11-14 11:22:52:929",6,"Keypress","07854325","Number6",51,0,"singleDialing2",2016-11-14 11:22:52.929,1479118972929,NA,8,2096,9
"2016-11-14 11:22:53:163",6,"Keypress","078543256","Number9",51,0,"singleDialing2",2016-11-14 11:22:53.163,1479118973163,NA,9,2330,10
"2016-11-14 11:22:53:412",6,"Keypress","0785432569","Number8",51,0,"singleDialing2",2016-11-14 11:22:53.412,1479118973412,NA,10,2579,11
"2016-11-14 11:22:53:763",6,"Correct","07854325698","190",51,0,"singleDialing2",2016-11-14 11:22:53.763,1479118973763,NA,11,2930,12
"2016-11-14 11:22:54:372",6,"Start","","190",52,0,"singleDialing2",2016-11-14 11:22:54.372,1479118974372,NA,0,0,0
"2016-11-14 11:22:54:659",6,"Keypress","","Number0",52,0,"singleDialing2",2016-11-14 11:22:54.659,1479118974659,NA,0,287,1
"2016-11-14 11:22:54:940",6,"Keypress","0","Number7",52,0,"singleDialing2",2016-11-14 11:22:54.940,1479118974940,NA,1,568,2
"2016-11-14 11:22:55:171",6,"Keypress","07","Number8",52,0,"singleDialing2",2016-11-14 11:22:55.171,1479118975171,NA,2,799,3
"2016-11-14 11:22:55:423",6,"Keypress","078","Number5",52,0,"singleDialing2",2016-11-14 11:22:55.423,1479118975423,NA,3,1051,4
"2016-11-14 11:22:55:657",6,"Keypress","0785","Number4",52,0,"singleDialing2",2016-11-14 11:22:55.657,1479118975657,NA,4,1285,5
"2016-11-14 11:22:55:934",6,"Keypress","07854","Number3",52,0,"singleDialing2",2016-11-14 11:22:55.934,1479118975934,NA,5,1562,6
"2016-11-14 11:22:56:139",6,"Keypress","078543","Number2",52,0,"singleDialing2",2016-11-14 11:22:56.139,1479118976139,NA,6,1767,7
"2016-11-14 11:22:56:356",6,"Keypress","0785432","Number5",52,0,"singleDialing2",2016-11-14 11:22:56.356,1479118976356,NA,7,1984,8
"2016-11-14 11:22:56:588",6,"Keypress","07854325","Number6",52,0,"singleDialing2",2016-11-14 11:22:56.588,1479118976588,NA,8,2216,9
"2016-11-14 11:22:56:819",6,"Keypress","078543256","Number9",52,0,"singleDialing2",2016-11-14 11:22:56.819,1479118976819,NA,9,2447,10
"2016-11-14 11:22:57:036",6,"Keypress","0785432569","Number8",52,0,"singleDialing2",2016-11-14 11:22:57.036,1479118977036,NA,10,2664,11
"2016-11-14 11:22:57:482",6,"Correct","07854325698","190",52,0,"singleDialing2",2016-11-14 11:22:57.482,1479118977482,NA,11,3110,12
"2016-11-14 11:22:57:990",6,"Start","","190",53,0,"singleDialing2",2016-11-14 11:22:57.990,1479118977990,NA,0,0,0
"2016-11-14 11:22:58:281",6,"Keypress","","Number0",53,0,"singleDialing2",2016-11-14 11:22:58.281,1479118978281,NA,0,291,1
"2016-11-14 11:22:58:590",6,"Keypress","0","Number7",53,0,"singleDialing2",2016-11-14 11:22:58.590,1479118978590,NA,1,600,2
"2016-11-14 11:22:58:864",6,"Keypress","07","Number8",53,0,"singleDialing2",2016-11-14 11:22:58.864,1479118978864,NA,2,874,3
"2016-11-14 11:22:59:092",6,"Keypress","078","Number5",53,0,"singleDialing2",2016-11-14 11:22:59.092,1479118979092,NA,3,1102,4
"2016-11-14 11:22:59:262",6,"Keypress","0785","Number4",53,0,"singleDialing2",2016-11-14 11:22:59.262,1479118979262,NA,4,1272,5
"2016-11-14 11:23:00:545",6,"Keypress","07854","Number3",53,0,"singleDialing2",2016-11-14 11:23:00.545,1479118980545,NA,5,2555,6
"2016-11-14 11:23:00:742",6,"Keypress","078543","Number2",53,0,"singleDialing2",2016-11-14 11:23:00.742,1479118980742,NA,6,2752,7
"2016-11-14 11:23:00:985",6,"Keypress","0785432","Number5",53,0,"singleDialing2",2016-11-14 11:23:00.985,1479118980985,NA,7,2995,8
"2016-11-14 11:23:01:191",6,"Keypress","07854325","Number6",53,0,"singleDialing2",2016-11-14 11:23:01.191,1479118981191,NA,8,3201,9
"2016-11-14 11:23:01:376",6,"Keypress","078543256","Number9",53,0,"singleDialing2",2016-11-14 11:23:01.376,1479118981376,NA,9,3386,10
"2016-11-14 11:23:01:574",6,"Keypress","0785432569","Number8",53,0,"singleDialing2",2016-11-14 11:23:01.574,1479118981574,NA,10,3584,11
"2016-11-14 11:23:01:913",6,"Correct","07854325698","190",53,0,"singleDialing2",2016-11-14 11:23:01.913,1479118981913,NA,11,3923,12
"2016-11-14 11:23:02:402",6,"Start","","190",54,0,"singleDialing2",2016-11-14 11:23:02.402,1479118982402,NA,0,0,0
"2016-11-14 11:23:02:847",6,"Keypress","","Number0",54,0,"singleDialing2",2016-11-14 11:23:02.847,1479118982847,NA,0,445,1
"2016-11-14 11:23:03:772",6,"Keypress","0","Number7",54,0,"singleDialing2",2016-11-14 11:23:03.772,1479118983772,NA,1,1370,2
"2016-11-14 11:23:04:002",6,"Keypress","07","Number8",54,0,"singleDialing2",2016-11-14 11:23:04.002,1479118984002,NA,2,1600,3
"2016-11-14 11:23:04:215",6,"Keypress","078","Number5",54,0,"singleDialing2",2016-11-14 11:23:04.215,1479118984215,NA,3,1813,4
"2016-11-14 11:23:04:436",6,"Keypress","0785","Number4",54,0,"singleDialing2",2016-11-14 11:23:04.436,1479118984436,NA,4,2034,5
"2016-11-14 11:23:04:717",6,"Keypress","07854","Number3",54,0,"singleDialing2",2016-11-14 11:23:04.717,1479118984717,NA,5,2315,6
"2016-11-14 11:23:04:893",6,"Keypress","078543","Number2",54,0,"singleDialing2",2016-11-14 11:23:04.893,1479118984893,NA,6,2491,7
"2016-11-14 11:23:05:116",6,"Keypress","0785432","Number5",54,0,"singleDialing2",2016-11-14 11:23:05.116,1479118985116,NA,7,2714,8
"2016-11-14 11:23:05:329",6,"Keypress","07854325","Number6",54,0,"singleDialing2",2016-11-14 11:23:05.329,1479118985329,NA,8,2927,9
"2016-11-14 11:23:05:510",6,"Keypress","078543256","Number9",54,0,"singleDialing2",2016-11-14 11:23:05.510,1479118985510,NA,9,3108,10
"2016-11-14 11:23:05:728",6,"Keypress","0785432569","Number8",54,0,"singleDialing2",2016-11-14 11:23:05.728,1479118985728,NA,10,3326,11
"2016-11-14 11:23:06:000",6,"Correct","07854325698","190",54,0,"singleDialing2",2016-11-14 11:23:06.000,1479118986000,NA,11,3598,12
"2016-11-14 11:23:06:788",6,"Start","","190",55,0,"singleDialing2",2016-11-14 11:23:06.788,1479118986788,NA,0,0,0
"2016-11-14 11:23:07:135",6,"Keypress","","Number0",55,0,"singleDialing2",2016-11-14 11:23:07.135,1479118987135,NA,0,347,1
"2016-11-14 11:23:08:129",6,"Keypress","0","Number7",55,0,"singleDialing2",2016-11-14 11:23:08.129,1479118988129,NA,1,1341,2
"2016-11-14 11:23:08:341",6,"Keypress","07","Number8",55,0,"singleDialing2",2016-11-14 11:23:08.341,1479118988341,NA,2,1553,3
"2016-11-14 11:23:08:818",6,"Keypress","078","Number5",55,0,"singleDialing2",2016-11-14 11:23:08.818,1479118988818,NA,3,2030,4
"2016-11-14 11:23:09:052",6,"Keypress","0785","Number4",55,0,"singleDialing2",2016-11-14 11:23:09.052,1479118989052,NA,4,2264,5
"2016-11-14 11:23:09:573",6,"Keypress","07854","Number3",55,0,"singleDialing2",2016-11-14 11:23:09.573,1479118989573,NA,5,2785,6
"2016-11-14 11:23:09:752",6,"Keypress","078543","Number2",55,0,"singleDialing2",2016-11-14 11:23:09.752,1479118989752,NA,6,2964,7
"2016-11-14 11:23:09:987",6,"Keypress","0785432","Number5",55,0,"singleDialing2",2016-11-14 11:23:09.987,1479118989987,NA,7,3199,8
"2016-11-14 11:23:10:167",6,"Keypress","07854325","Number6",55,0,"singleDialing2",2016-11-14 11:23:10.167,1479118990167,NA,8,3379,9
"2016-11-14 11:23:10:364",6,"Keypress","078543256","Number9",55,0,"singleDialing2",2016-11-14 11:23:10.364,1479118990364,NA,9,3576,10
"2016-11-14 11:23:10:548",6,"Keypress","0785432569","Number8",55,0,"singleDialing2",2016-11-14 11:23:10.548,1479118990548,NA,10,3760,11
"2016-11-14 11:23:10:915",6,"Correct","07854325698","190",55,0,"singleDialing2",2016-11-14 11:23:10.915,1479118990915,NA,11,4127,12
"2016-11-14 11:36:59:831",7,"Start","","190",1,0,"singleDialing1",2016-11-14 11:36:59.831,1479119819831,NA,0,0,0
"2016-11-14 11:37:00:796",7,"Keypress","","Number0",1,0,"singleDialing1",2016-11-14 11:37:00.796,1479119820796,NA,0,965,1
"2016-11-14 11:37:00:804",7,"Keypress","0","Number7",1,0,"singleDialing1",2016-11-14 11:37:00.804,1479119820804,NA,1,973,2
"2016-11-14 11:37:00:967",7,"Keypress","07","Number8",1,0,"singleDialing1",2016-11-14 11:37:00.967,1479119820967,NA,2,1136,3
"2016-11-14 11:37:01:607",7,"Keypress","078","Number5",1,0,"singleDialing1",2016-11-14 11:37:01.607,1479119821607,NA,3,1776,4
"2016-11-14 11:37:01:888",7,"Keypress","0785","Number4",1,0,"singleDialing1",2016-11-14 11:37:01.888,1479119821888,NA,4,2057,5
